attribute_text,category,city,company_name,companysize,job_name,job_welfare,salary
"[""上海-浦东新区"",""在校生/应届生"",""高中"",""招20人""]",互联网/电子商务,杭州,阿里巴巴集团,10000人以上,本地生活-产品运营专家-产品运营,,
attribute_text,category,city,company_name,companysize,job_name,job_welfare,salary
上海-浦东新区|在校生/应届生|高中|招20人,互联网/电子商务,杭州,阿里巴巴集团,10000人以上,本地生活-产品运营专家-产品运营,,
attribute_text,category,city,company_name,companysize,job_name,job_welfare,salary
武汉-洪山区|2年经验|本科|招2人,互联网/电子商务,北京-海淀区,滴滴,10000人以上,分析经理(J201124006),,2.5-3万/月
attribute_text,category,city,company_name,companysize,job_name,job_welfare,salary
深圳|2年经验|高中|招2人,奢侈品/收藏品/工艺品/珠宝,深圳,克丽丝汀迪奥商业（上海）有限公司,150-500人,库管,带薪年假 餐饮补贴 加班补贴 绩效奖金 五险一金,6-8千/月
